% Model:              half_space.mph
% Version:            COMSOL 5.2.0.166
% Date:               Oct 1 2016, 08:31
% Dimension:          1
% Nodes:              361
% Expressions:        1
% Description:        Far field
% theta                   r
4.258603374866164         7.846381661870122E-18
4.276056667386107         7.093105108547948E-18
4.293509959906051         7.950717824166609E-18
4.310963252425994         7.106335047272672E-18
4.328416544945937         4.477911213738728E-18
4.34586983746588          2.967898541428212E-18
4.363323129985823         1.3926113005465324E-18
4.380776422505767         1.2419458883123497E-18
4.39822971502571          3.182668340506772E-18
4.4156830075456535        4.804831618824141E-18
4.4331363000655974        7.13481038813738E-18
4.4505895925855405        9.350315619416953E-18
4.468042885105484         1.047705054775231E-17
4.485496177625427         1.1207011164799132E-17
4.50294947014537          1.3033308377631528E-17
4.520402762665313         1.5973472421204768E-17
4.537856055185257         1.8879056222766314E-17
4.5553093477052           2.1059901748027306E-17
4.572762640225144         2.2651310464944757E-17
4.590215932745087         2.4310637061521277E-17
4.60766922526503          2.6767650975704166E-17
4.625122517784973         3.047032023967787E-17
4.642575810304916         3.553487577458593E-17
4.6600291028248595        4.1933139969306833E-17
4.677482395344803         4.966738859823678E-17
4.694935687864747         5.883086883241469E-17
4.71238898038469          6.959389629199697E-17
4.729842272904633         8.216606348705709E-17
4.747295565424577         9.675734467801734E-17
4.76474885794452          1.1354244134122217E-16
4.782202150464463         1.3262470092199204E-16
4.799655442984406         1.5399326767809685E-16
4.817108735504349         1.7746881593091737E-16
4.834562028024293         2.0264220542076317E-16
4.852015320544236         2.288294314343159E-16
4.869468613064179         2.550894721919599E-16
4.886921905584122         2.803570582821885E-16
4.9043751981040655        3.0369871527268266E-16
4.921828490624009         3.245987511535335E-16
4.939281783143953         3.4307746398722424E-16
4.956735075663896         3.5945856081707377E-16
4.97418836818384          3.738344861170868E-16
4.991641660703783         3.8564301599884024E-16
5.009094953223726         3.9392807552562623E-16
5.026548245743669         3.984245542937547E-16
5.044001538263612         4.006740869841473E-16
5.061454830783555         4.038490970315478E-16
5.078908123303498         4.1063676675613044E-16
5.096361415823442         4.2021431890402794E-16
5.113814708343385         4.2750348116342193E-16
5.131268000863329         4.272306580374171E-16
5.1487212933832724        4.1948811520417035E-16
5.1661745859032155        4.111015262208388E-16
5.183627878423159         4.09993099678281E-16
5.201081170943102         4.1453631095502657E-16
5.218534463463045         4.129852715784455E-16
5.235987755982989         3.987008558178942E-16
5.253441048502932         3.8134496165913427E-16
5.270894341022875         3.7512945224877753E-16
5.288347633542818         3.7433747009354953E-16
5.305800926062761         3.6177712991586405E-16
5.323254218582705         3.394143179245112E-16
5.340707511102648         3.2505639997767677E-16
5.358160803622591         3.1752279565116777E-16
5.375614096142535         3.019367793390919E-16
5.3930673886624785        2.818275131379779E-16
5.410520681182422         2.665788574761504E-16
5.427973973702365         2.507230774610427E-16
5.445427266222308         2.3496554050420554E-16
5.462880558742251         2.225155757144901E-16
5.480333851262194         2.042095415419423E-16
5.497787143782138         1.8892720638781758E-16
5.515240436302081         1.8593482631748098E-16
5.532693728822025         1.7282774895871798E-16
5.550147021341968         1.5880772088599478E-16
5.567600313861911         1.6496280716667423E-16
5.585053606381854         1.607040733111825E-16
5.602506898901797         1.542842595863081E-16
5.6199601914217405        1.6945231027714459E-16
5.6374134839416845        1.7293393339123036E-16
5.654866776461628         1.7973346148648157E-16
5.672320068981571         2.0291978329008412E-16
5.689773361501514         2.1421765415491539E-16
5.707226654021458         2.3732106966936407E-16
5.7246799465414           2.650522270592351E-16
5.742133239061344         2.8784323629483557E-16
5.759586531581287         3.2544060495842916E-16
5.777039824101231         3.5589056446322556E-16
5.794493116621174         3.968279261612998E-16
5.811946409141117         4.4033623118391743E-16
5.829399701661061         4.792953904969957E-16
5.8468529941810035        5.3695478526932E-16
5.8643062867009474        5.770679541169853E-16
5.88175957922089          6.347017002793926E-16
5.899212871740834         6.900444760276152E-16
5.916666164260777         7.33047876989896E-16
5.934119456780721         8.007909731750965E-16
5.951572749300663         8.394496342527057E-16
5.969026041820607         8.95526544699833E-16
5.986479334340551         9.447039842523303E-16
6.003932626860493         9.822940500839185E-16
6.021385919380437         1.0297694292601797E-15
6.03883921190038          1.067113363030572E-15
6.056292504420323         1.1039750379955117E-15
6.073745796940266         1.1401870001522823E-15
6.09119908946021          1.1916509240323792E-15
6.108652381980153         1.2114981387786132E-15
6.126105674500097         1.2866285105259129E-15
6.14355896702004          1.3085149660315428E-15
6.161012259539983         1.3758049105821175E-15
6.178465552059927         1.5590153692889291E-15
6.19591884457987          1.5040743107939633E-15
6.213372137099814         1.0642887866430896E-15
6.230825429619756         5.429330845181704E-16
6.2482787221397           3.4476751987837873E-16
6.265732014659642         2.168903394389622E-16
6.283185307179586         4.023692882526699E-30
